age,fecha_primer_producto,fecha_segundo_producto,dias_entre_productos,antiguedad_cliente,checking_account,savings_account,credit_card,investment,numero_productos,entertainment_count,food_count,health_count,shopping_count,supermarket_count,transport_count,travel_count,mes_mas_compras.x,mes_mayor_monto.x,transacciones_promedio_mensual.x,variacion_mensual_promedio.x,variacion_mensual_promedio_pct.x,n_meses_activos,recencia_transaccion,total_spend_fav,income_range_150k+,income_range_30k-50k,income_range_50k-100k,risk_profile_conservative,risk_profile_moderate,occupation_Agente de bolsa,occupation_Agente de empleo,occupation_Agente de maniobras,occupation_Agricultor,occupation_Analista financiero,occupation_Auxiliar de maestro,occupation_Ayudante de ambulancia,occupation_Camarero de barra,occupation_Capitán decubierta,occupation_Catador de bebidas,occupation_Compositor,occupation_Conductor de autobús,occupation_Conductor de automóviles,occupation_Conductor de camiones pesados,occupation_Conductor de motocicletas,occupation_Controlador de instalaciones de procesamiento de productos químicos,occupation_Criador de ganado,occupation_Cuidador de niños,occupation_Curador de museos,occupation_Curtidor,occupation_Demostrador de tiendas,occupation_Deportista,occupation_Director de empresas de abastecimiento distribución y afines,occupation_Director de empresas de construcción,occupation_Director de explotaciones de minería,occupation_Director de investigación y desarrollo,occupation_Director de servicios de bienestar social,occupation_Diseñador multimedia,occupation_Empleado del servicio de personal,occupation_Entrenador deportivo,occupation_Entrevistador de investigaciones de mercados,occupation_Fabricante de instrumentos musicales,occupation_Farmacéutico,occupation_Fotógrafo,occupation_Gerente general,occupation_Ingeniero químico,occupation_Instalador y reparador de líneas eléctricas,occupation_Instalador y reparador en tecnología de la información y las comunicaciones,occupation_Locutor de radio,occupation_Mandader,occupation_Maquinista de locomotoras,occupation_Mecánico y reparador de instrumentos de precisión,occupation_Mecánico y reparador de vehículos de motor,occupation_Miembro del poder legislativo,occupation_Modelador de vidrio,occupation_Oficial de las fuerzas armadas,occupation_Oficial de préstamos y créditos,occupation_Oficinista general,occupation_Operador de instalaciones de procesamiento de metales,occupation_Operador de instalaciones mineras,occupation_Operador de máquinas para elaborar alimentos y productos afines,occupation_Operador de máquinas para fabricar productos de material plástico,occupation_Operador de plantas y máquinas de productos químicos,occupation_Operador de telar y otras máquinas tejedoras,occupation_Operario en cemento armado y enfoscador,occupation_Optometrista,occupation_Peletero,occupation_Peón de obras públicas y mantenimiento,occupation_Pintor y empapelador,occupation_Planchador manuales,occupation_Productor y trabajador calificado de explotaciones agropecuarias mixtas,occupation_Profesional de enfermería,occupation_Profesional de la protección medioambiental,occupation_Profesional de la salud y la higiene laboral y ambiental,occupation_Profesional de ventas de tecnología de la información y las comunicaciones,occupation_Profesional de ventas técnicas y médicas,occupation_Profesional religioso,occupation_Profesor de enseñanza secundaria,occupation_Profesor de formación profesional,occupation_Programador de aplicaciones,occupation_Pulidor de metales y afilador de herramientas,occupation_Recepcionista,occupation_Receptor de apuestas,occupation_Recolector de dinero en aparatos de venta automática y lector de medidores,occupation_Representante comercial,occupation_Secretario (general),occupation_Secretario administrativo,occupation_Sericultor,occupation_Suboficial de las fuerzas armadas,occupation_Supervisor de la construcción,occupation_Tapicero,occupation_Tasador,occupation_Trabajador comunitario de la salud,occupation_Traductor e intérprete,occupation_Técnico forestal,occupation_Vendedor ambulantes (excluyendo de comida),occupation_Vendedor de quioscos y de puestos de mercado,occupation_Veterinario,occupation_Zapatero,occupation_Árbitro deportivo,age_range_sturges_25–31,age_range_sturges_32–38,age_range_sturges_39–45,age_range_sturges_46–52,age_range_sturges_53–59,age_range_sturges_60–66,age_range_sturges_67–70,primer_producto_credit_card,primer_producto_insurance,primer_producto_investment,primer_producto_savings_account,segundo_producto_credit_card,segundo_producto_insurance,segundo_producto_investment,segundo_producto_none,segundo_producto_savings_account,combinacion_productos_checking_account + credit_card,combinacion_productos_checking_account + insurance,combinacion_productos_checking_account + investment,combinacion_productos_credit_card + savings_account,combinacion_productos_insurance + savings_account,combinacion_productos_investment + savings_account,combinacion_productos_savings_account,categoria_favorita_monto_food,categoria_favorita_monto_health,categoria_favorita_monto_shopping,categoria_favorita_monto_supermarket,categoria_favorita_monto_transport,categoria_favorita_monto_travel
-1.6038491249080895,2021-06-01,1900-01-01,-0.7976079903256712,-0.2187120905997288,True,False,False,False,-1.1055415967851334,-1.0536089137432665,0.7959478212368801,-1.0521699023526843,1.4541603560733425,0.30980865308724276,1.334552526116852,0.6461434960606021,2023-03-01,2023-12-01,2.6172396931197075,0.7199000241772187,-0.6394318701442966,-0.4883017783543328,-0.847667295785902,-0.12738105301170702,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.697697384800116,2021-09-11,2021-10-16,-0.6484188087234989,-0.6213223277621968,True,False,False,True,0.9045340337332908,-0.09578262852211522,-0.5883092591750855,0.8962928797819161,-0.49773273932711726,0.30980865308724276,-1.2318946394924788,-0.7286298998130194,2023-06-01,2023-06-01,-0.5227661087926779,0.022369166174893408,0.06117226157846839,-0.4883017783543328,-0.48097632428515136,-1.0215466015169696,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
-1.3408152380842946,2021-02-07,2021-07-25,-0.08149991863524389,0.23126405681714718,False,True,False,False,0.9045340337332908,-1.0536089137432665,-1.2804377993810683,-1.0521699023526843,-0.49773273932711726,-0.29765929414264525,0.47907013758040845,-0.7286298998130194,2023-01-01,2023-01-01,-1.778768429557609,-0.17914253510659814,-1.1425664762974388,-1.114329699321426,0.7413269140506843,-1.3188477660310067,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1.2895236301536546,2021-11-02,1900-01-01,-0.7976079903256712,-0.8265746055312981,True,False,False,False,-1.1055415967851334,-0.09578262852211522,0.7959478212368801,-0.07793851128538408,-1.4736792870273472,0.9172766003171308,1.334552526116852,-0.7286298998130194,2023-12-01,2023-12-01,0.10523505158980685,0.17846683609630962,0.29785006481358206,0.7637540635798534,-1.0004552005778815,-0.19131322342838955,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.8805059361426535,2022-06-08,2022-08-05,-0.5503802036706428,-1.6870553084863766,False,True,True,False,0.9045340337332908,0.8620436566990362,-0.5883092591750855,-0.07793851128538408,0.4782138083731126,2.132212494776907,-1.2318946394924788,0.6461434960606021,2023-11-01,2023-03-01,0.5762359218766608,-0.23183338975025453,-0.17877127701055318,0.7637540635798534,0.2524056187163501,1.2388308453331385,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1.2237651584477058,2021-10-09,2022-01-22,-0.35004044551915414,-0.7318427850224821,False,True,True,False,0.9045340337332908,-0.09578262852211522,-1.2804377993810683,-0.07793851128538408,-0.49773273932711726,-0.9051272413725333,1.334552526116852,-0.7286298998130194,2023-09-01,2023-06-01,-1.1507672691751243,-0.15950193692865103,0.3823823734510579,-0.4883017783543328,-0.847667295785902,-0.8817987806565253,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
-1.472332181496192,2022-06-24,1900-01-01,-0.7976079903256712,-1.750209855492254,False,True,False,False,-1.1055415967851334,-0.09578262852211522,1.488076361442863,-1.0521699023526843,0.4782138083731126,-0.29765929414264525,3.0455173031897393,-0.7286298998130194,2023-12-01,2023-12-01,0.31456877171731434,0.3642732247575516,0.9578784865539648,1.3897819845469466,-0.8782248767442979,-1.1431424252095563,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
-0.35443816249506366,2020-01-18,2021-10-11,1.896322374604984,1.7548675033339378,True,False,False,False,0.9045340337332908,-1.0536089137432665,-0.5883092591750855,-1.0521699023526843,-0.49773273932711726,-0.29765929414264525,0.47907013758040845,-0.7286298998130194,2023-03-01,2023-03-01,0.10523505158980685,-0.5249082294919535,-0.7328874179958292,-1.7403576202885191,-0.6032066481187348,-0.7396485249629013,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
-0.22292121908316623,2020-02-07,2021-08-05,1.5254806946224413,1.6759243195765912,True,False,False,False,0.9045340337332908,0.8620436566990362,0.10381928103089735,-0.07793851128538408,-0.49773273932711726,-0.29765929414264525,-0.37641225095603514,-0.7286298998130194,2023-05-01,2023-03-01,-0.7021950117590694,-0.19927678569643614,-0.5663326012965701,0.13772614261276034,-0.5726490671603389,-1.955314992231915,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.6183159886833982,2021-01-16,2022-12-01,2.1179748729853545,0.3181015589502285,True,False,True,False,0.9045340337332908,-0.09578262852211522,-0.5883092591750855,-1.0521699023526843,0.4782138083731126,-0.29765929414264525,-0.37641225095603514,-0.7286298998130194,2023-08-01,2023-08-01,-0.27156564463967664,-0.06362189912229073,-0.5935559539922263,-1.114329699321426,-0.6948793909939225,-1.6803947362917042,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
